source,target,relation,source_name,target_name,stock_code,source_layer,source_industry,source_direction,remark,data_source
ai_compute_cloud_industry,company_002229_sz,related_company,AI算力云服务,鸿博股份,002229.SZ,应用层,云计算,算力租赁/智算中心,曾绑英伟达合作,AI细分行业相关标的（A股）.xlsx
data_center_operator_industry,company_002229_sz,related_company,数据中心托管服务,鸿博股份,002229.SZ,应用层,云计算,算力租赁/智算中心,曾绑英伟达合作,AI细分行业相关标的（A股）.xlsx
computing_infrastructure_industry,company_002229_sz,related_company,算力基础设施服务,鸿博股份,002229.SZ,应用层,云计算,算力租赁/智算中心,曾绑英伟达合作,AI细分行业相关标的（A股）.xlsx
hyperscale_cloud_industry,company_002229_sz,related_company,超大规模云服务,鸿博股份,002229.SZ,应用层,云计算,算力租赁/智算中心,曾绑英伟达合作,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_000719_sz,related_company,数据存储服务,中原传媒,000719.SZ,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_000719_sz,related_company,数据安全产品,中原传媒,000719.SZ,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_000719_sz,related_company,数据标注与训练数据服务,中原传媒,000719.SZ,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_601949_sh,related_company,数据存储服务,中国出版,601949.SH,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_601949_sh,related_company,数据安全产品,中国出版,601949.SH,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_601949_sh,related_company,数据标注与训练数据服务,中国出版,601949.SH,应用层,大模型,数据要素/语料库,出版数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_601858_sh,related_company,数据存储服务,中国科传,601858.SH,应用层,大模型,数据要素/语料库,科技出版数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_601858_sh,related_company,数据安全产品,中国科传,601858.SH,应用层,大模型,数据要素/语料库,科技出版数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_601858_sh,related_company,数据标注与训练数据服务,中国科传,601858.SH,应用层,大模型,数据要素/语料库,科技出版数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_300364_sz,related_company,数据存储服务,中文在线,300364.SZ,应用层,大模型,数据要素/语料库,海量文字/IP语料,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_300364_sz,related_company,数据安全产品,中文在线,300364.SZ,应用层,大模型,数据要素/语料库,海量文字/IP语料,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_300364_sz,related_company,数据标注与训练数据服务,中文在线,300364.SZ,应用层,大模型,数据要素/语料库,海量文字/IP语料,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_002777_sz,related_company,数据存储服务,久远银海,002777.SZ,应用层,大模型,数据要素/语料库,医疗信息化+数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_002777_sz,related_company,数据安全产品,久远银海,002777.SZ,应用层,大模型,数据要素/语料库,医疗信息化+数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_002777_sz,related_company,数据标注与训练数据服务,久远银海,002777.SZ,应用层,大模型,数据要素/语料库,医疗信息化+数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_603000_sh,related_company,数据存储服务,人民网,603000.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_603000_sh,related_company,数据安全产品,人民网,603000.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_603000_sh,related_company,数据标注与训练数据服务,人民网,603000.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_600100_sh,related_company,数据存储服务,同方股份,600100.SH,应用层,大模型,数据要素/语料库,数据资源,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_600100_sh,related_company,数据安全产品,同方股份,600100.SH,应用层,大模型,数据要素/语料库,数据资源,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_600100_sh,related_company,数据标注与训练数据服务,同方股份,600100.SH,应用层,大模型,数据要素/语料库,数据资源,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_002368_sz,related_company,数据存储服务,太极股份,002368.SZ,应用层,大模型,数据要素/语料库,政务信息化+数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_002368_sz,related_company,数据安全产品,太极股份,002368.SZ,应用层,大模型,数据要素/语料库,政务信息化+数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_002368_sz,related_company,数据标注与训练数据服务,太极股份,002368.SZ,应用层,大模型,数据要素/语料库,政务信息化+数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_688579_sh,related_company,数据存储服务,山大地纬,688579.SH,应用层,大模型,数据要素/语料库,政务数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_688579_sh,related_company,数据安全产品,山大地纬,688579.SH,应用层,大模型,数据要素/语料库,政务数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_688579_sh,related_company,数据标注与训练数据服务,山大地纬,688579.SH,应用层,大模型,数据要素/语料库,政务数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_002908_sz,related_company,数据存储服务,德生科技,002908.SZ,应用层,大模型,数据要素/语料库,社保卡数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_002908_sz,related_company,数据安全产品,德生科技,002908.SZ,应用层,大模型,数据要素/语料库,社保卡数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_002908_sz,related_company,数据标注与训练数据服务,德生科技,002908.SZ,应用层,大模型,数据要素/语料库,社保卡数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_300229_sz,related_company,数据存储服务,拓尔思,300229.SZ,应用层,大模型,数据要素/语料库,大数据+语料,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_300229_sz,related_company,数据安全产品,拓尔思,300229.SZ,应用层,大模型,数据要素/语料库,大数据+语料,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_300229_sz,related_company,数据标注与训练数据服务,拓尔思,300229.SZ,应用层,大模型,数据要素/语料库,大数据+语料,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_603888_sh,related_company,数据存储服务,新华网,603888.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_603888_sh,related_company,数据安全产品,新华网,603888.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_603888_sh,related_company,数据标注与训练数据服务,新华网,603888.SH,应用层,大模型,数据要素/语料库,媒体数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_300212_sz,related_company,数据存储服务,易华录,300212.SZ,应用层,大模型,数据要素/语料库,数据湖+数据要素,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_300212_sz,related_company,数据安全产品,易华录,300212.SZ,应用层,大模型,数据要素/语料库,数据湖+数据要素,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_300212_sz,related_company,数据标注与训练数据服务,易华录,300212.SZ,应用层,大模型,数据要素/语料库,数据湖+数据要素,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_300766_sz,related_company,数据存储服务,每日互动,300766.SZ,应用层,大模型,数据要素/语料库,数据智能服务,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_300766_sz,related_company,数据安全产品,每日互动,300766.SZ,应用层,大模型,数据要素/语料库,数据智能服务,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_300766_sz,related_company,数据标注与训练数据服务,每日互动,300766.SZ,应用层,大模型,数据要素/语料库,数据智能服务,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_600633_sh,related_company,数据存储服务,浙数文化,600633.SH,应用层,大模型,数据要素/语料库,数字文化+数据,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_600633_sh,related_company,数据安全产品,浙数文化,600633.SH,应用层,大模型,数据要素/语料库,数字文化+数据,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_600633_sh,related_company,数据标注与训练数据服务,浙数文化,600633.SH,应用层,大模型,数据要素/语料库,数字文化+数据,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_688787_sh,related_company,数据存储服务,海天瑞声,688787.SH,应用层,大模型,数据要素/语料库,AI训练数据标注龙头,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_688787_sh,related_company,数据安全产品,海天瑞声,688787.SH,应用层,大模型,数据要素/语料库,AI训练数据标注龙头,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_688787_sh,related_company,数据标注与训练数据服务,海天瑞声,688787.SH,应用层,大模型,数据要素/语料库,AI训练数据标注龙头,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_000032_sz,related_company,数据存储服务,深桑达A,000032.SZ,应用层,大模型,数据要素/语料库,电子+数据要素,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_000032_sz,related_company,数据安全产品,深桑达A,000032.SZ,应用层,大模型,数据要素/语料库,电子+数据要素,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_000032_sz,related_company,数据标注与训练数据服务,深桑达A,000032.SZ,应用层,大模型,数据要素/语料库,电子+数据要素,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_002095_sz,related_company,数据存储服务,生意宝,002095.SZ,应用层,大模型,数据要素/语料库,B2B数据平台,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_002095_sz,related_company,数据安全产品,生意宝,002095.SZ,应用层,大模型,数据要素/语料库,B2B数据平台,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_002095_sz,related_company,数据标注与训练数据服务,生意宝,002095.SZ,应用层,大模型,数据要素/语料库,B2B数据平台,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_603918_sh,related_company,数据存储服务,金桥信息,603918.SH,应用层,大模型,数据要素/语料库,司法信息化,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_603918_sh,related_company,数据安全产品,金桥信息,603918.SH,应用层,大模型,数据要素/语料库,司法信息化,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_603918_sh,related_company,数据标注与训练数据服务,金桥信息,603918.SH,应用层,大模型,数据要素/语料库,司法信息化,AI细分行业相关标的（A股）.xlsx
data_storage_industry,company_301169_sz,related_company,数据存储服务,零点有数,301169.SZ,应用层,大模型,数据要素/语料库,数据决策服务,AI细分行业相关标的（A股）.xlsx
data_security_industry,company_301169_sz,related_company,数据安全产品,零点有数,301169.SZ,应用层,大模型,数据要素/语料库,数据决策服务,AI细分行业相关标的（A股）.xlsx
data_training_industry,company_301169_sz,related_company,数据标注与训练数据服务,零点有数,301169.SZ,应用层,大模型,数据要素/语料库,数据决策服务,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_300624_sz,related_company,垂直大模型,万兴科技,300624.SZ,应用层,大模型,通用/垂直大模型,创意软件+AI,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_300624_sz,related_company,行业大模型,万兴科技,300624.SZ,应用层,大模型,通用/垂直大模型,创意软件+AI,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_300624_sz,related_company,通用大模型,万兴科技,300624.SZ,应用层,大模型,通用/垂直大模型,创意软件+AI,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_601360_sh,related_company,垂直大模型,三六零,601360.SH,应用层,大模型,通用/垂直大模型,360智脑,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_601360_sh,related_company,行业大模型,三六零,601360.SH,应用层,大模型,通用/垂直大模型,360智脑,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_601360_sh,related_company,通用大模型,三六零,601360.SH,应用层,大模型,通用/垂直大模型,360智脑,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_300166_sz,related_company,垂直大模型,东方国信,300166.SZ,应用层,大模型,通用/垂直大模型,云计算+AI,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_300166_sz,related_company,行业大模型,东方国信,300166.SZ,应用层,大模型,通用/垂直大模型,云计算+AI,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_300166_sz,related_company,通用大模型,东方国信,300166.SZ,应用层,大模型,通用/垂直大模型,云计算+AI,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_688327_sh,related_company,垂直大模型,云从科技,688327.SH,应用层,大模型,通用/垂直大模型,AI平台型公司,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_688327_sh,related_company,行业大模型,云从科技,688327.SH,应用层,大模型,通用/垂直大模型,AI平台型公司,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_688327_sh,related_company,通用大模型,云从科技,688327.SH,应用层,大模型,通用/垂直大模型,AI平台型公司,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_688228_sh,related_company,垂直大模型,开普云,688228.SH,应用层,大模型,通用/垂直大模型,内容管理+AI,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_688228_sh,related_company,行业大模型,开普云,688228.SH,应用层,大模型,通用/垂直大模型,内容管理+AI,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_688228_sh,related_company,通用大模型,开普云,688228.SH,应用层,大模型,通用/垂直大模型,内容管理+AI,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_688039_sh,related_company,垂直大模型,当虹科技,688039.SH,应用层,大模型,通用/垂直大模型,视频技术+AI,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_688039_sh,related_company,行业大模型,当虹科技,688039.SH,应用层,大模型,通用/垂直大模型,视频技术+AI,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_688039_sh,related_company,通用大模型,当虹科技,688039.SH,应用层,大模型,通用/垂直大模型,视频技术+AI,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_300229_sz,related_company,垂直大模型,拓尔思,300229.SZ,应用层,大模型,通用/垂直大模型,NLP+大数据,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_300229_sz,related_company,行业大模型,拓尔思,300229.SZ,应用层,大模型,通用/垂直大模型,NLP+大数据,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_300229_sz,related_company,通用大模型,拓尔思,300229.SZ,应用层,大模型,通用/垂直大模型,NLP+大数据,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_300418_sz,related_company,垂直大模型,昆仑万维,300418.SZ,应用层,大模型,通用/垂直大模型,天工大模型海外流量领先,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_300418_sz,related_company,行业大模型,昆仑万维,300418.SZ,应用层,大模型,通用/垂直大模型,天工大模型海外流量领先,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_300418_sz,related_company,通用大模型,昆仑万维,300418.SZ,应用层,大模型,通用/垂直大模型,天工大模型海外流量领先,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_688207_sh,related_company,垂直大模型,格灵深瞳,688207.SH,应用层,大模型,通用/垂直大模型,计算机视觉,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_688207_sh,related_company,行业大模型,格灵深瞳,688207.SH,应用层,大模型,通用/垂直大模型,计算机视觉,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_688207_sh,related_company,通用大模型,格灵深瞳,688207.SH,应用层,大模型,通用/垂直大模型,计算机视觉,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_002362_sz,related_company,垂直大模型,汉王科技,002362.SZ,应用层,大模型,通用/垂直大模型,人工智能+识别,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_002362_sz,related_company,行业大模型,汉王科技,002362.SZ,应用层,大模型,通用/垂直大模型,人工智能+识别,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_002362_sz,related_company,通用大模型,汉王科技,002362.SZ,应用层,大模型,通用/垂直大模型,人工智能+识别,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_002230_sz,related_company,垂直大模型,科大讯飞,002230.SZ,应用层,大模型,通用/垂直大模型,A股大模型布局最深,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_002230_sz,related_company,行业大模型,科大讯飞,002230.SZ,应用层,大模型,通用/垂直大模型,A股大模型布局最深,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_002230_sz,related_company,通用大模型,科大讯飞,002230.SZ,应用层,大模型,通用/垂直大模型,A股大模型布局最深,AI细分行业相关标的（A股）.xlsx
vertical_large_model_industry,company_688088_sh,related_company,垂直大模型,虹软科技,688088.SH,应用层,大模型,通用/垂直大模型,视觉AI,AI细分行业相关标的（A股）.xlsx
industry_large_model_industry,company_688088_sh,related_company,行业大模型,虹软科技,688088.SH,应用层,大模型,通用/垂直大模型,视觉AI,AI细分行业相关标的（A股）.xlsx
general_large_model_industry,company_688088_sh,related_company,通用大模型,虹软科技,688088.SH,应用层,大模型,通用/垂直大模型,视觉AI,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002555_sz,related_company,文娱AI,三七互娱,002555.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_601595_sh,related_company,文娱AI,上海电影,601595.SH,应用层,AI+传媒,短剧/影视/游戏,影视IP,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300364_sz,related_company,文娱AI,中文在线,300364.SZ,应用层,AI+传媒,短剧/影视/游戏,短剧+AI内容双驱动,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300251_sz,related_company,文娱AI,光线传媒,300251.SZ,应用层,AI+传媒,短剧/影视/游戏,动画电影,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300533_sz,related_company,文娱AI,冰川网络,300533.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300133_sz,related_company,文娱AI,华策影视,300133.SZ,应用层,AI+传媒,短剧/影视/游戏,影视剧,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_603444_sh,related_company,文娱AI,吉比特,603444.SH,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300781_sz,related_company,文娱AI,因赛集团,300781.SZ,应用层,AI+传媒,短剧/影视/游戏,营销传播,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_600556_sh,related_company,文娱AI,天下秀,600556.SH,应用层,AI+传媒,短剧/影视/游戏,红人经济,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300063_sz,related_company,文娱AI,天龙集团,300063.SZ,应用层,AI+传媒,短剧/影视/游戏,数字营销,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002624_sz,related_company,文娱AI,完美世界,002624.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏+影视,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300031_sz,related_company,文娱AI,宝通科技,300031.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏+工业,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_603598_sh,related_company,文娱AI,引力传媒,603598.SH,应用层,AI+传媒,短剧/影视/游戏,数字营销,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002517_sz,related_company,文娱AI,恺英网络,002517.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002343_sz,related_company,文娱AI,慈文传媒,002343.SZ,应用层,AI+传媒,短剧/影视/游戏,影视剧,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300315_sz,related_company,文娱AI,掌趣科技,300315.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_000892_sz,related_company,文娱AI,欢瑞世纪,000892.SZ,应用层,AI+传媒,短剧/影视/游戏,影视剧,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300459_sz,related_company,文娱AI,汤姆猫,300459.SZ,应用层,AI+传媒,短剧/影视/游戏,亲子IP游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_600986_sh,related_company,文娱AI,浙文互联,600986.SH,应用层,AI+传媒,短剧/影视/游戏,数字营销,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002174_sz,related_company,文娱AI,游族网络,002174.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300291_sz,related_company,文娱AI,百纳千成,300291.SZ,应用层,AI+传媒,短剧/影视/游戏,影视,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300494_sz,related_company,文娱AI,盛天网络,300494.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏+电竞,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_002400_sz,related_company,文娱AI,省广集团,002400.SZ,应用层,AI+传媒,短剧/影视/游戏,广告营销,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300002_sz,related_company,文娱AI,神州泰岳,300002.SZ,应用层,AI+传媒,短剧/影视/游戏,游戏+软件,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300413_sz,related_company,文娱AI,芒果超媒,300413.SZ,应用层,AI+传媒,短剧/影视/游戏,视频平台,AI细分行业相关标的（A股）.xlsx
entertainment_ai_industry,company_300058_sz,related_company,文娱AI,蓝色光标,300058.SZ,应用层,AI+传媒,短剧/影视/游戏,AI营销代理龙头,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_300624_sz,related_company,AI软件工程,万兴科技,300624.SZ,应用层,AI+办公,文档/协作/流程,创意软件+AI,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_300624_sz,related_company,企业服务AI软件,万兴科技,300624.SZ,应用层,AI+办公,文档/协作/流程,创意软件+AI,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_300634_sz,related_company,AI软件工程,彩讯股份,300634.SZ,应用层,AI+办公,文档/协作/流程,企业邮箱+云办公,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_300634_sz,related_company,企业服务AI软件,彩讯股份,300634.SZ,应用层,AI+办公,文档/协作/流程,企业邮箱+云办公,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_300170_sz,related_company,AI软件工程,汉得信息,300170.SZ,应用层,AI+办公,文档/协作/流程,ERP实施+AI,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_300170_sz,related_company,企业服务AI软件,汉得信息,300170.SZ,应用层,AI+办公,文档/协作/流程,ERP实施+AI,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_603039_sh,related_company,AI软件工程,泛微网络,603039.SH,应用层,AI+办公,文档/协作/流程,协同管理软件,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_603039_sh,related_company,企业服务AI软件,泛微网络,603039.SH,应用层,AI+办公,文档/协作/流程,协同管理软件,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_600588_sh,related_company,AI软件工程,用友网络,600588.SH,应用层,AI+办公,文档/协作/流程,企业管理软件龙头,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_600588_sh,related_company,企业服务AI软件,用友网络,600588.SH,应用层,AI+办公,文档/协作/流程,企业管理软件龙头,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_688095_sh,related_company,AI软件工程,福昕软件,688095.SH,应用层,AI+办公,文档/协作/流程,PDF软件,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_688095_sh,related_company,企业服务AI软件,福昕软件,688095.SH,应用层,AI+办公,文档/协作/流程,PDF软件,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_002230_sz,related_company,AI软件工程,科大讯飞,002230.SZ,应用层,AI+办公,文档/协作/流程,讯飞办公+大模型,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_002230_sz,related_company,企业服务AI软件,科大讯飞,002230.SZ,应用层,AI+办公,文档/协作/流程,讯飞办公+大模型,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_688369_sh,related_company,AI软件工程,致远互联,688369.SH,应用层,AI+办公,文档/协作/流程,协同管理,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_688369_sh,related_company,企业服务AI软件,致远互联,688369.SH,应用层,AI+办公,文档/协作/流程,协同管理,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_688111_sh,related_company,AI软件工程,金山办公,688111.SH,应用层,AI+办公,文档/协作/流程,A股最纯正AI办公标的,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_688111_sh,related_company,企业服务AI软件,金山办公,688111.SH,应用层,AI+办公,文档/协作/流程,A股最纯正AI办公标的,AI细分行业相关标的（A股）.xlsx
software_engineering_ai_industry,company_300378_sz,related_company,AI软件工程,鼎捷软件,300378.SZ,应用层,AI+办公,文档/协作/流程,制造业ERP,AI细分行业相关标的（A股）.xlsx
enterprise_service_ai_industry,company_300378_sz,related_company,企业服务AI软件,鼎捷软件,300378.SZ,应用层,AI+办公,文档/协作/流程,制造业ERP,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_300168_sz,related_company,医疗AI,万达信息,300168.SZ,应用层,AI+医疗,诊断/制药/信息化,智慧城市+医疗,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_002065_sz,related_company,医疗AI,东华软件,002065.SZ,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_600718_sh,related_company,医疗AI,东软集团,600718.SH,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_002777_sz,related_company,医疗AI,久远银海,002777.SZ,应用层,AI+医疗,诊断/制药/信息化,医疗+社保信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_301060_sz,related_company,医疗AI,兰卫医学,301060.SZ,应用层,AI+医疗,诊断/制药/信息化,第三方医学检验,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_300451_sz,related_company,医疗AI,创业慧康,300451.SZ,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_300253_sz,related_company,医疗AI,卫宁健康,300253.SZ,应用层,AI+医疗,诊断/制药/信息化,医疗信息化龙头,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_688246_sh,related_company,医疗AI,嘉和美康,688246.SH,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_688393_sh,related_company,医疗AI,安必平,688393.SH,应用层,AI+医疗,诊断/制药/信息化,病理诊断,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_688579_sh,related_company,医疗AI,山大地纬,688579.SH,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_300078_sz,related_company,医疗AI,思创医惠,300078.SZ,应用层,AI+医疗,诊断/制药/信息化,医疗信息化,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_688222_sh,related_company,医疗AI,成都先导,688222.SH,应用层,AI+医疗,诊断/制药/信息化,DNA编码化合物库,AI细分行业相关标的（A股）.xlsx
medical_ai_industry,company_300288_sz,related_company,医疗AI,朗玛信息,300288.SZ,应用层,AI+医疗,诊断/制药/信息化,互联网医疗,AI细分行业相关标的（A股）.xlsx
